doc_id,item,category,amount,price,discount
RK74VYHRX8,Плед флисовый 150х200,Текстиль,2,1217.8,434.02
RK74VYHRX8,Чайник заварочный стеклянный 1л,Посуда,1,530.22,0.0
RK74VYHRX8,Батарейки AA комплект 4шт,Освещение и электрика,4,238.39,0.0
RK74VYHRX8,Судочки для хранения еды набор 3шт,Посуда,5,494.81,0.0
RK74VYHRX8,Кондиционер для белья Lenor 1л,Бытовая химия,1,328.06,0.0
A3S7SSG78U,Средство для мытья посуды Fairy 500мл,Бытовая химия,4,167.96,0.0
A3S7SSG78U,Штора для ванной комнаты 180х180,Текстиль,5,636.46,0.0
A3S7SSG78U,Гирлянда светодиодная 5м,Освещение и электрика,1,531.72,0.0
A3S7SSG78U,Перчатки резиновые хозяйственные,Хозтовары,4,77.19,0.0
A3S7SSG78U,Средство для мытья окон Mr.Muscle 500мл,Бытовая химия,5,202.73,0.0
A3S7SSG78U,Гель для стирки Persil 1.5л,Бытовая химия,1,488.88,4.14
AQAN73HZJM,Лампа светодиодная E27 10Вт,Освещение и электрика,3,134.15,0.0
AQAN73HZJM,Панно декоративное настенное,Декор для дома,4,1198.37,433.3
AQAN73HZJM,Ваза керамическая настольная,Декор для дома,4,1014.45,0.0
AQAN73HZJM,Швабра с отжимом,Хозтовары,3,700.23,0.0
AQAN73HZJM,Рамка для фото 15х20,Декор для дома,4,275.66,87.54
XH54G4YR4T,Универсальное чистящее средство Domestos 750мл,Бытовая химия,3,223.15,0.0
N078UR28CB,Коврик придверный,Декор для дома,4,544.6,0.0
N078UR28CB,Универсальное чистящее средство Domestos 750мл,Бытовая химия,2,288.89,0.0
N078UR28CB,Губки для посуды набор 5шт,Хозтовары,1,111.61,0.0
N078UR28CB,Подушка ортопедическая 50х70,Текстиль,5,856.49,0.0
N078UR28CB,Одеяло стёганое 200х220,Текстиль,5,2228.37,0.0
24N28NU8WY,Форма для выпечки силиконовая,Посуда,1,376.74,74.08
WNIN02NFOW,Ночник настенный LED,Освещение и электрика,3,319.13,225.89
WNIN02NFOW,Кружка керамическая 350мл,Посуда,4,185.67,0.0
WNIN02NFOW,Набор столовых приборов 24 предмета,Посуда,1,1879.46,0.0
WNIN02NFOW,Чайник заварочный стеклянный 1л,Посуда,1,678.44,0.0
QGRQ9PHNA4,Скатерть гобеленовая 150х180,Текстиль,5,1456.25,1512.51
QGRQ9PHNA4,Удлинитель сетевой 5м 3 розетки,Освещение и электрика,3,649.93,278.9
CTD3TCCOGL,Отбеливатель Vanish 1л,Бытовая химия,3,342.43,42.73
CTD3TCCOGL,Наматрасник непромокаемый 160х200,Текстиль,1,765.63,0.0
CTD3TCCOGL,Губки для посуды набор 5шт,Хозтовары,3,110.45,37.33
CTD3TCCOGL,Таблетки для посудомоечных машин Finish 30шт,Бытовая химия,2,944.95,309.3
CTD3TCCOGL,Чехол для гладильной доски,Текстиль,2,362.63,0.0
JCUT3LTT8N,Кружка керамическая 350мл,Посуда,2,162.61,0.0
JCUT3LTT8N,Перчатки резиновые хозяйственные,Хозтовары,5,98.02,0.0
JCUT3LTT8N,Гель для стирки Persil 1.5л,Бытовая химия,5,539.14,0.0
JCUT3LTT8N,Отбеливатель Vanish 1л,Бытовая химия,5,320.92,0.0
JCUT3LTT8N,Универсальное чистящее средство Domestos 750мл,Бытовая химия,4,229.08,0.0
JCUT3LTT8N,Средство от накипи Antikalk 500мл,Бытовая химия,2,200.52,0.0
426H0EW9Y5,Сковорода антипригарная 26см,Посуда,1,1532.47,0.0
426H0EW9Y5,Швабра с отжимом,Хозтовары,3,676.14,0.0
1CRD1NZ3WB,Набор столовых приборов 24 предмета,Посуда,1,2452.01,0.0
1CRD1NZ3WB,Ночник настенный LED,Освещение и электрика,2,341.27,0.0
1CRD1NZ3WB,Мешки для мусора 60л 30шт,Хозтовары,1,184.45,0.0
FWHVVSWBBW,Мешки для мусора 60л 30шт,Хозтовары,4,207.17,0.0
FWHVVSWBBW,Чехол для гладильной доски,Текстиль,5,386.39,0.0
FWHVVSWBBW,Светильник настольный,Освещение и электрика,2,874.21,0.0
2SN96MY375,Подушка ортопедическая 50х70,Текстиль,1,1057.83,233.08
2SN96MY375,Судочки для хранения еды набор 3шт,Посуда,1,498.26,0.0
2SN96MY375,Полотенце кухонное вафельное,Текстиль,2,132.78,50.64
2SN96MY375,Сковорода антипригарная 26см,Посуда,4,1213.2,0.0
2SN96MY375,Светильник настольный,Освещение и электрика,4,822.97,797.81
2SN96MY375,Кружка керамическая 350мл,Посуда,4,178.78,0.0
790ADTCVZ8,Универсальное чистящее средство Domestos 750мл,Бытовая химия,1,291.29,67.51
790ADTCVZ8,Тарелка обеденная керамическая,Посуда,3,201.89,57.04
790ADTCVZ8,Кондиционер для белья Lenor 1л,Бытовая химия,5,270.12,0.0
790ADTCVZ8,Разделочная доска бамбуковая,Посуда,4,308.87,250.23
790ADTCVZ8,Средство для мытья посуды Fairy 500мл,Бытовая химия,1,185.85,0.0
790ADTCVZ8,Кастрюля с крышкой 3л,Посуда,3,1422.43,631.04
42TI2UTW78,Форма для выпечки силиконовая,Посуда,4,429.22,0.0
42TI2UTW78,Веник хозяйственный,Хозтовары,2,136.95,0.0
42TI2UTW78,Чайник заварочный стеклянный 1л,Посуда,3,519.59,0.0
42TI2UTW78,Коврик придверный,Декор для дома,2,427.7,104.58
42TI2UTW78,Средство для мытья посуды Fairy 500мл,Бытовая химия,2,174.74,41.18
42TI2UTW78,Таблетки для посудомоечных машин Finish 30шт,Бытовая химия,4,848.94,762.63
8OA41NE71H,Губки для посуды набор 5шт,Хозтовары,2,124.63,0.0
QHX9VP8NYT,Полотенце банное 70х140,Текстиль,1,632.67,0.0
QHX9VP8NYT,Губки для посуды набор 5шт,Хозтовары,2,121.7,0.0
QHX9VP8NYT,Чистящее средство Cif 750мл,Бытовая химия,4,248.95,0.0
W8OE3PUZKO,Мешки для мусора 60л 30шт,Хозтовары,4,214.35,0.0
W8OE3PUZKO,Лампа светодиодная E27 10Вт,Освещение и электрика,1,150.36,0.0
W8OE3PUZKO,Отбеливатель Vanish 1л,Бытовая химия,4,348.2,97.56
W8OE3PUZKO,Комплект постельного белья 2-спальный,Текстиль,5,2075.54,0.0
0N7CQ5CG97,Разделочная доска бамбуковая,Посуда,5,347.03,0.0
0N7CQ5CG97,Набор столовых приборов 24 предмета,Посуда,1,2477.99,291.24
MPF4F8NYRO,Штора для ванной комнаты 180х180,Текстиль,4,640.23,0.0
K8FRZGGV4U,Лампа светодиодная E27 10Вт,Освещение и электрика,3,154.69,67.54
K8FRZGGV4U,Набор ножей кухонных 5 предметов,Посуда,3,1769.02,0.0
K8FRZGGV4U,Батарейки AA комплект 4шт,Освещение и электрика,5,205.2,0.0
K8FRZGGV4U,Коврик придверный,Декор для дома,5,448.74,459.78
LLTFA91903,Совок для мусора с щёткой,Хозтовары,2,168.53,19.89
DCTPZQ42HN,Средство от накипи Antikalk 500мл,Бытовая химия,2,209.77,15.46
DCTPZQ42HN,Одеяло стёганое 200х220,Текстиль,4,1936.5,1066.06
DCTPZQ42HN,Удлинитель сетевой 5м 3 розетки,Освещение и электрика,5,684.09,0.0
DCTPZQ42HN,Ваза керамическая настольная,Декор для дома,4,1012.39,706.97
DCTPZQ42HN,Таблетки для посудомоечных машин Finish 30шт,Бытовая химия,1,870.49,0.0
ZNCI51GW64,Панно декоративное настенное,Декор для дома,2,1245.75,0.0
ZNCI51GW64,Отбеливатель Vanish 1л,Бытовая химия,4,349.57,0.0
ZNCI51GW64,Батарейки AA комплект 4шт,Освещение и электрика,5,210.87,0.0
ZNCI51GW64,Форма для выпечки силиконовая,Посуда,5,372.79,87.74
ZNCI51GW64,Ночник настенный LED,Освещение и электрика,3,374.48,0.0
ZNCI51GW64,Лампа светодиодная E27 10Вт,Освещение и электрика,3,135.54,0.0
AOM46W6IH5,Стиральный порошок Ariel 3кг,Бытовая химия,3,625.97,0.0
AOM46W6IH5,Чайник заварочный стеклянный 1л,Посуда,1,536.03,0.0
AOM46W6IH5,Лампа светодиодная E27 10Вт,Освещение и электрика,2,171.29,0.0
AOM46W6IH5,Коврик придверный,Декор для дома,3,496.04,0.0
MHFDQ6JWFW,Набор столовых приборов 24 предмета,Посуда,4,1912.08,0.0
MHFDQ6JWFW,Тарелка обеденная керамическая,Посуда,1,202.78,0.0
INADPNO6J3,Скатерть гобеленовая 150х180,Текстиль,2,1249.52,256.65
INADPNO6J3,Перчатки резиновые хозяйственные,Хозтовары,4,90.8,56.84
INADPNO6J3,Чистящее средство Cif 750мл,Бытовая химия,5,245.69,0.0
H2RX8TXY48,Коврик придверный,Декор для дома,3,466.74,0.0
H2RX8TXY48,Швабра с отжимом,Хозтовары,3,683.62,0.0
H2RX8TXY48,Подушка ортопедическая 50х70,Текстиль,3,1036.26,0.0
H2RX8TXY48,Разделочная доска бамбуковая,Посуда,1,344.4,12.25
H2RX8TXY48,Чистящее средство Cif 750мл,Бытовая химия,1,222.39,0.0
H2RX8TXY48,Штора для ванной комнаты 180х180,Текстиль,5,648.26,0.0
LSHUERLN8Y,Тарелка обеденная керамическая,Посуда,3,233.27,116.93
LSHUERLN8Y,Ваза керамическая настольная,Декор для дома,2,862.39,0.0
LSHUERLN8Y,Ночник настенный LED,Освещение и электрика,1,358.38,0.0
LSHUERLN8Y,Кондиционер для белья Lenor 1л,Бытовая химия,4,343.35,0.0
LSHUERLN8Y,Кастрюля с крышкой 3л,Посуда,1,1812.46,276.0
B07JEMP4X8,Коврик придверный,Декор для дома,5,462.06,0.0
B07JEMP4X8,Одеяло стёганое 200х220,Текстиль,3,2012.53,0.0
B07JEMP4X8,Чистящее средство Cif 750мл,Бытовая химия,3,241.39,96.04
B07JEMP4X8,Кружка керамическая 350мл,Посуда,4,193.52,0.0
B07JEMP4X8,Швабра с отжимом,Хозтовары,4,572.36,0.0
B07JEMP4X8,Перчатки резиновые хозяйственные,Хозтовары,1,83.86,0.0
