doc_id,item,category,amount,price,discount
DK1TQCZXA3,Совок для мусора с щёткой,Хозтовары,1,200.59,0.0
2WQS0X92MR,Панно декоративное настенное,Декор для дома,3,1086.83,149.32
KQ53YWKXJV,Панно декоративное настенное,Декор для дома,5,1095.51,1116.27
KQ53YWKXJV,Судочки для хранения еды набор 3шт,Посуда,4,516.6,0.0
KQ53YWKXJV,Батарейки AA комплект 4шт,Освещение и электрика,3,249.3,162.75
4RVKRZFO9K,Отбеливатель Vanish 1л,Бытовая химия,3,363.92,0.0
4RVKRZFO9K,Ведро пластиковое 10л,Хозтовары,5,308.77,0.0
4RVKRZFO9K,Разделочная доска бамбуковая,Посуда,5,369.68,335.76
4RVKRZFO9K,Тряпка для пола микрофибра,Хозтовары,5,194.03,0.0
4RVKRZFO9K,Средство для мытья посуды Fairy 500мл,Бытовая химия,2,182.27,15.43
4RVKRZFO9K,Веник хозяйственный,Хозтовары,1,168.77,0.0
S3SZ2IOVGW,Подсвечник металлический,Декор для дома,3,367.87,0.0
S3SZ2IOVGW,Сушилка для белья напольная,Хозтовары,1,1534.65,0.0
S3SZ2IOVGW,Батарейки AA комплект 4шт,Освещение и электрика,2,192.66,0.0
S3SZ2IOVGW,Корзина для белья складная,Хозтовары,2,583.76,95.58
S3SZ2IOVGW,Штора для ванной комнаты 180х180,Текстиль,3,592.27,0.0
OSL0TMET4A,Набор ножей кухонных 5 предметов,Посуда,2,1720.08,0.0
OSL0TMET4A,Сушилка для белья напольная,Хозтовары,2,1586.63,0.0
OSL0TMET4A,Гирлянда светодиодная 5м,Освещение и электрика,2,434.86,0.0
OSL0TMET4A,Комплект постельного белья 2-спальный,Текстиль,4,2752.96,0.0
SFZW8RF3HA,Батарейки AA комплект 4шт,Освещение и электрика,4,210.32,0.0
SFZW8RF3HA,Сушилка для белья напольная,Хозтовары,2,1438.23,310.06
UX361DMYYH,Судочки для хранения еды набор 3шт,Посуда,4,440.42,0.0
UX361DMYYH,Комплект постельного белья 2-спальный,Текстиль,3,2682.05,0.0
UX361DMYYH,Чистящее средство Cif 750мл,Бытовая химия,2,213.92,0.0
UX361DMYYH,Удлинитель сетевой 5м 3 розетки,Освещение и электрика,2,560.89,216.68
F7HB61DRL8,Скатерть гобеленовая 150х180,Текстиль,2,1246.22,569.62
F7HB61DRL8,Ваза керамическая настольная,Декор для дома,4,848.93,585.63
F7HB61DRL8,Штора для ванной комнаты 180х180,Текстиль,5,612.07,0.0
Z366YCR4UH,Швабра с отжимом,Хозтовары,5,729.52,21.78
Z366YCR4UH,Коврик придверный,Декор для дома,4,484.21,462.43
Z366YCR4UH,Чайник заварочный стеклянный 1л,Посуда,1,627.64,0.0
Z366YCR4UH,Корзина для белья складная,Хозтовары,5,657.3,0.0
Z366YCR4UH,Средство от накипи Antikalk 500мл,Бытовая химия,2,228.54,0.0
Z366YCR4UH,Удлинитель сетевой 5м 3 розетки,Освещение и электрика,3,735.19,0.0
EZ0I2Q6J9W,Полотенце кухонное вафельное,Текстиль,4,123.53,7.47
EZ0I2Q6J9W,Подсвечник металлический,Декор для дома,3,396.22,200.46
EZ0I2Q6J9W,Штора для ванной комнаты 180х180,Текстиль,2,671.06,0.0
EZ0I2Q6J9W,Сковорода антипригарная 26см,Посуда,1,1436.15,0.0
EZ0I2Q6J9W,Комплект постельного белья 2-спальный,Текстиль,4,2426.6,0.0
EZ0I2Q6J9W,Судочки для хранения еды набор 3шт,Посуда,5,417.89,0.0
16FGJS1VJ0,Сковорода антипригарная 26см,Посуда,4,1518.72,841.98
TY6K0OMY5E,Тряпка для пола микрофибра,Хозтовары,4,215.05,0.0
TY6K0OMY5E,Ваза керамическая настольная,Декор для дома,4,841.86,0.0
9PB9TH89E4,Штора для ванной комнаты 180х180,Текстиль,3,681.71,0.0
9PB9TH89E4,Скатерть гобеленовая 150х180,Текстиль,3,1417.76,0.0
1ZUT06CP0G,Подушка ортопедическая 50х70,Текстиль,5,1112.95,0.0
1ZUT06CP0G,Панно декоративное настенное,Декор для дома,2,1230.79,610.69
IIGG1B1UWR,Губки для посуды набор 5шт,Хозтовары,3,113.16,0.0
IIGG1B1UWR,Скатерть гобеленовая 150х180,Текстиль,1,1486.49,0.0
