doc_id,item,category,amount,price,discount
2PQDQXRA64,Панно декоративное настенное,Декор для дома,2,1379.85,0.0
2PQDQXRA64,Чистящее средство Cif 750мл,Бытовая химия,4,218.78,0.0
2PQDQXRA64,Средство от накипи Antikalk 500мл,Бытовая химия,3,201.33,0.0
2PQDQXRA64,Губки для посуды набор 5шт,Хозтовары,3,120.77,0.0
2PQDQXRA64,Рамка для фото 15х20,Декор для дома,1,253.75,0.0
2PQDQXRA64,Плед флисовый 150х200,Текстиль,5,1192.7,0.0
U0ED9ZQVDM,Средство для мытья окон Mr.Muscle 500мл,Бытовая химия,3,209.44,83.85
U0ED9ZQVDM,Коврик придверный,Декор для дома,3,511.22,0.0
U0ED9ZQVDM,Универсальное чистящее средство Domestos 750мл,Бытовая химия,1,224.71,0.0
U0ED9ZQVDM,Скатерть гобеленовая 150х180,Текстиль,4,1312.84,0.0
U0ED9ZQVDM,Средство для мытья посуды Fairy 500мл,Бытовая химия,2,198.24,0.0
3Y1BAEE1B4,Судочки для хранения еды набор 3шт,Посуда,3,384.61,128.26
8GEULQHRIF,Сушилка для белья напольная,Хозтовары,1,1355.25,0.0
8GEULQHRIF,Разделочная доска бамбуковая,Посуда,4,340.13,0.0
8GEULQHRIF,Гель для стирки Persil 1.5л,Бытовая химия,5,537.03,333.79
8GEULQHRIF,Отбеливатель Vanish 1л,Бытовая химия,4,348.33,0.0
8GEULQHRIF,Плед флисовый 150х200,Текстиль,3,1184.77,0.0
8GEULQHRIF,Полотенце кухонное вафельное,Текстиль,3,106.02,3.75
VU71ENX86D,Сковорода антипригарная 26см,Посуда,4,1547.87,0.0
VU71ENX86D,Гель для стирки Persil 1.5л,Бытовая химия,1,464.01,33.75
VU71ENX86D,Ночник настенный LED,Освещение и электрика,4,395.5,0.0
LRXPGELGCR,Гирлянда светодиодная 5м,Освещение и электрика,5,544.66,0.0
LRXPGELGCR,Стиральный порошок Ariel 3кг,Бытовая химия,4,582.2,0.0
LRXPGELGCR,Скатерть гобеленовая 150х180,Текстиль,4,1317.7,0.0
IZS1LA8RFV,Полотенце банное 70х140,Текстиль,3,518.87,263.44
IZS1LA8RFV,Таблетки для посудомоечных машин Finish 30шт,Бытовая химия,1,888.77,44.88
IZS1LA8RFV,Подсвечник металлический,Декор для дома,3,338.22,192.07
IZS1LA8RFV,Чайник заварочный стеклянный 1л,Посуда,2,504.27,159.13
YXN54PMY7E,Стиральный порошок Ariel 3кг,Бытовая химия,5,650.42,101.38
FOIZ830I1C,Губки для посуды набор 5шт,Хозтовары,1,109.14,0.0
FOIZ830I1C,Тряпка для пола микрофибра,Хозтовары,2,189.43,39.82
FOIZ830I1C,Полотенце кухонное вафельное,Текстиль,4,126.42,95.92
UPRO0DLRNI,Свеча ароматическая в банке,Декор для дома,3,372.7,240.15
UPRO0DLRNI,Средство для мытья окон Mr.Muscle 500мл,Бытовая химия,4,170.37,0.0
UPRO0DLRNI,Универсальное чистящее средство Domestos 750мл,Бытовая химия,3,252.77,0.0
TR9VME36RR,Ведро пластиковое 10л,Хозтовары,5,280.94,138.86
TR9VME36RR,Таблетки для посудомоечных машин Finish 30шт,Бытовая химия,1,846.37,181.34
DCXG0INQH2,Чехол для гладильной доски,Текстиль,1,342.99,0.0
DCXG0INQH2,Полотенце банное 70х140,Текстиль,5,537.56,0.0
