doc_id,item,category,amount,price,discount
GY1YOW68KS,Тряпка для пола микрофибра,Хозтовары,4,197.23,0.0
GY1YOW68KS,Кондиционер для белья Lenor 1л,Бытовая химия,5,267.25,31.62
GY1YOW68KS,Форма для выпечки силиконовая,Посуда,5,430.23,0.0
GY1YOW68KS,Батарейки AA комплект 4шт,Освещение и электрика,3,208.7,78.77
PP3GI8HF9P,Чайник заварочный стеклянный 1л,Посуда,4,653.04,0.0
WP8VD60ECZ,Корзина для белья складная,Хозтовары,1,531.97,0.0
WP8VD60ECZ,Гирлянда светодиодная 5м,Освещение и электрика,2,548.72,0.0
WP8VD60ECZ,Комплект постельного белья 2-спальный,Текстиль,4,2061.96,0.0
6WJ0ORQJM9,Средство для мытья окон Mr.Muscle 500мл,Бытовая химия,4,183.01,0.0
6WJ0ORQJM9,Панно декоративное настенное,Декор для дома,1,1355.06,0.0
6WJ0ORQJM9,Средство от накипи Antikalk 500мл,Бытовая химия,3,226.06,0.0
6WJ0ORQJM9,Перчатки резиновые хозяйственные,Хозтовары,1,88.95,0.0
6WJ0ORQJM9,Подушка ортопедическая 50х70,Текстиль,5,1074.36,0.0
6WJ0ORQJM9,Набор столовых приборов 24 предмета,Посуда,3,2065.86,64.88
7UNXUQRA6E,Средство для мытья окон Mr.Muscle 500мл,Бытовая химия,3,162.54,118.34
7UNXUQRA6E,Разделочная доска бамбуковая,Посуда,5,352.19,0.0
7UNXUQRA6E,Кондиционер для белья Lenor 1л,Бытовая химия,3,330.2,0.0
7UNXUQRA6E,Комплект постельного белья 2-спальный,Текстиль,4,2214.25,0.0
7UNXUQRA6E,Тряпка для пола микрофибра,Хозтовары,4,232.57,0.0
5LBIGGERNT,Швабра с отжимом,Хозтовары,5,643.26,193.81
5LBIGGERNT,Скатерть гобеленовая 150х180,Текстиль,5,1369.04,0.0
5LBIGGERNT,Кружка керамическая 350мл,Посуда,5,154.42,0.0
5LBIGGERNT,Свеча ароматическая в банке,Декор для дома,5,350.96,0.0
5LBIGGERNT,Средство для мытья посуды Fairy 500мл,Бытовая химия,5,172.9,16.42
Q322O9IB1G,Полотенце кухонное вафельное,Текстиль,1,111.19,0.0
Q322O9IB1G,Тарелка обеденная керамическая,Посуда,1,201.42,0.0
U6TB89Y4S7,Плед флисовый 150х200,Текстиль,1,1080.6,55.27
U6TB89Y4S7,Светильник настольный,Освещение и электрика,3,921.44,639.11
U6TB89Y4S7,Панно декоративное настенное,Декор для дома,1,1338.82,0.0
U6TB89Y4S7,Ведро пластиковое 10л,Хозтовары,2,283.99,0.0
U6TB89Y4S7,Чистящее средство Cif 750мл,Бытовая химия,5,202.71,0.0
U6TB89Y4S7,Штора для ванной комнаты 180х180,Текстиль,5,621.14,0.0
DBOUPWGFH1,Разделочная доска бамбуковая,Посуда,4,307.2,0.0
DBOUPWGFH1,Полотенце кухонное вафельное,Текстиль,2,137.31,0.0
DBOUPWGFH1,Светильник настольный,Освещение и электрика,5,964.48,0.0
DBOUPWGFH1,Комплект постельного белья 2-спальный,Текстиль,4,2666.81,2130.51
REAN8RPUSM,Ваза керамическая настольная,Декор для дома,5,762.11,110.11
REAN8RPUSM,Батарейки AA комплект 4шт,Освещение и электрика,2,249.26,0.0
YULT9M0ZVI,Ведро пластиковое 10л,Хозтовары,4,247.5,151.72
YULT9M0ZVI,Рамка для фото 15х20,Декор для дома,3,259.34,0.0
YULT9M0ZVI,Комплект постельного белья 2-спальный,Текстиль,1,2359.9,88.83
YULT9M0ZVI,Сушилка для белья напольная,Хозтовары,1,1425.67,81.06
YULT9M0ZVI,Веник хозяйственный,Хозтовары,3,147.47,42.6
PP7KQWQ43D,Перчатки резиновые хозяйственные,Хозтовары,2,103.2,50.5
PP7KQWQ43D,Гель для стирки Persil 1.5л,Бытовая химия,4,440.38,0.0
PP7KQWQ43D,Скатерть гобеленовая 150х180,Текстиль,3,1304.66,376.88
MTHT6TNJ5Q,Полотенце банное 70х140,Текстиль,5,647.49,0.0
MTHT6TNJ5Q,Веник хозяйственный,Хозтовары,4,157.66,155.57
MTHT6TNJ5Q,Чехол для гладильной доски,Текстиль,4,358.45,0.0
MTHT6TNJ5Q,Средство для мытья посуды Fairy 500мл,Бытовая химия,1,196.18,0.0
MTHT6TNJ5Q,Ваза керамическая настольная,Декор для дома,5,836.05,0.0
WT38KX8S3M,Кружка керамическая 350мл,Посуда,4,173.92,0.0
WT38KX8S3M,Совок для мусора с щёткой,Хозтовары,3,210.19,0.0
WT38KX8S3M,Подушка ортопедическая 50х70,Текстиль,5,1004.87,0.0
WT38KX8S3M,Стиральный порошок Ariel 3кг,Бытовая химия,1,573.36,70.31
WT38KX8S3M,Набор ножей кухонных 5 предметов,Посуда,4,1785.36,0.0
WT38KX8S3M,Панно декоративное настенное,Декор для дома,4,1204.7,0.0
DDHEVW9WOL,Стиральный порошок Ariel 3кг,Бытовая химия,2,642.38,0.0
DDHEVW9WOL,Средство для мытья окон Mr.Muscle 500мл,Бытовая химия,1,208.62,41.61
DDHEVW9WOL,Отбеливатель Vanish 1л,Бытовая химия,4,333.29,28.86
DDHEVW9WOL,Рамка для фото 15х20,Декор для дома,2,259.5,0.0
DDHEVW9WOL,Кастрюля с крышкой 3л,Посуда,1,1856.99,0.0
1EAQ5CRQMD,Чистящее средство Cif 750мл,Бытовая химия,1,203.88,0.0
1EAQ5CRQMD,Набор ножей кухонных 5 предметов,Посуда,2,1759.29,0.0
1EAQ5CRQMD,Полотенце банное 70х140,Текстиль,2,503.44,152.64
1EAQ5CRQMD,Чайник заварочный стеклянный 1л,Посуда,3,547.19,0.0
ZN1OWUWL45,Чехол для гладильной доски,Текстиль,2,364.65,0.0
