doc_id,item,category,amount,price,discount
8X856WPU41,Швабра с отжимом,Хозтовары,2,552.99,79.42
8X856WPU41,Рамка для фото 15х20,Декор для дома,1,285.62,0.0
8X856WPU41,Коврик придверный,Декор для дома,4,516.37,129.87
8X856WPU41,Губки для посуды набор 5шт,Хозтовары,3,120.07,0.0
8X856WPU41,Судочки для хранения еды набор 3шт,Посуда,5,468.59,0.0
UKQ5ZUAZNP,Разделочная доска бамбуковая,Посуда,5,355.72,0.0
S1VR7JP7RS,Гель для стирки Persil 1.5л,Бытовая химия,2,525.81,0.0
S1VR7JP7RS,Мешки для мусора 60л 30шт,Хозтовары,5,234.37,182.31
S1VR7JP7RS,Подушка ортопедическая 50х70,Текстиль,4,874.87,0.0
S1VR7JP7RS,Коврик придверный,Декор для дома,1,508.62,0.0
Z89JO9TXZ2,Разделочная доска бамбуковая,Посуда,3,298.47,197.45
Z89JO9TXZ2,Чайник заварочный стеклянный 1л,Посуда,4,643.73,0.0
Z89JO9TXZ2,Плед флисовый 150х200,Текстиль,3,1351.74,492.27
Z89JO9TXZ2,Штора для ванной комнаты 180х180,Текстиль,5,702.01,0.0
U63L7DY2SQ,Полотенце банное 70х140,Текстиль,1,616.29,0.0
U63L7DY2SQ,Чайник заварочный стеклянный 1л,Посуда,3,518.61,0.0
U63L7DY2SQ,Свеча ароматическая в банке,Декор для дома,4,348.62,0.0
U63L7DY2SQ,Ведро пластиковое 10л,Хозтовары,1,238.02,0.0
VHEBTJ1MAX,Мешки для мусора 60л 30шт,Хозтовары,4,221.95,0.0
IV85SDY726,Чехол для гладильной доски,Текстиль,2,342.04,2.42
IV85SDY726,Веник хозяйственный,Хозтовары,1,145.02,30.23
IV85SDY726,Набор ножей кухонных 5 предметов,Посуда,3,2034.65,0.0
IV85SDY726,Кружка керамическая 350мл,Посуда,1,180.56,0.0
IV85SDY726,Подсвечник металлический,Декор для дома,3,344.76,0.0
8U2FSPMVYC,Разделочная доска бамбуковая,Посуда,2,302.25,0.0
8U2FSPMVYC,Средство для мытья посуды Fairy 500мл,Бытовая химия,1,177.4,0.0
8U2FSPMVYC,Плед флисовый 150х200,Текстиль,2,1194.18,0.0
8U2FSPMVYC,Светильник настольный,Освещение и электрика,1,790.98,0.0
6EXGJT5NGG,Форма для выпечки силиконовая,Посуда,4,352.2,0.0
6EXGJT5NGG,Швабра с отжимом,Хозтовары,4,575.92,0.0
6EXGJT5NGG,Коврик придверный,Декор для дома,3,536.47,0.0
6EXGJT5NGG,Набор ножей кухонных 5 предметов,Посуда,2,1532.65,348.0
6EXGJT5NGG,Штора для ванной комнаты 180х180,Текстиль,3,632.06,0.0
GA4MY2HWK1,Свеча ароматическая в банке,Декор для дома,5,347.02,0.0
GA4MY2HWK1,Скатерть гобеленовая 150х180,Текстиль,1,1647.87,282.01
GA4MY2HWK1,Мешки для мусора 60л 30шт,Хозтовары,3,224.01,105.86
GA4MY2HWK1,Штора для ванной комнаты 180х180,Текстиль,5,613.64,0.0
GA4MY2HWK1,Коврик придверный,Декор для дома,1,459.28,0.0
GA4MY2HWK1,Полотенце кухонное вафельное,Текстиль,3,111.22,72.28
OADAEYU7M2,Сушилка для белья напольная,Хозтовары,5,1249.03,0.0
OADAEYU7M2,Лампа светодиодная E27 10Вт,Освещение и электрика,5,137.2,0.0
OADAEYU7M2,Светильник настольный,Освещение и электрика,1,939.79,0.0
9JK3CZ5KL0,Коврик придверный,Декор для дома,1,496.2,0.0
9JK3CZ5KL0,Универсальное чистящее средство Domestos 750мл,Бытовая химия,5,225.38,0.0
9JK3CZ5KL0,Чехол для гладильной доски,Текстиль,2,352.13,22.13
9JK3CZ5KL0,Набор ножей кухонных 5 предметов,Посуда,3,1852.35,0.0
9JK3CZ5KL0,Сковорода антипригарная 26см,Посуда,3,1159.16,0.0
9JK3CZ5KL0,Губки для посуды набор 5шт,Хозтовары,3,107.2,0.0
X1GBZTT62I,Гель для стирки Persil 1.5л,Бытовая химия,4,445.99,0.0
X1GBZTT62I,Полотенце кухонное вафельное,Текстиль,5,105.22,5.0
X1GBZTT62I,Тряпка для пола микрофибра,Хозтовары,5,241.11,0.0
X1GBZTT62I,Ведро пластиковое 10л,Хозтовары,5,301.38,0.0
4WICHSF05Z,Тарелка обеденная керамическая,Посуда,2,211.73,0.0
4WICHSF05Z,Панно декоративное настенное,Декор для дома,4,1217.57,0.0
4WICHSF05Z,Подушка ортопедическая 50х70,Текстиль,5,924.78,474.57
4WICHSF05Z,Перчатки резиновые хозяйственные,Хозтовары,4,100.63,0.0
4WICHSF05Z,Полотенце кухонное вафельное,Текстиль,5,127.28,0.0
4WICHSF05Z,Кастрюля с крышкой 3л,Посуда,2,1444.18,0.0
JZD6T4ZLBO,Тряпка для пола микрофибра,Хозтовары,1,192.65,0.0
JZD6T4ZLBO,Совок для мусора с щёткой,Хозтовары,3,192.71,0.0
JZD6T4ZLBO,Светильник настольный,Освещение и электрика,5,933.32,1048.72
JZD6T4ZLBO,Удлинитель сетевой 5м 3 розетки,Освещение и электрика,3,658.03,0.0
JZD6T4ZLBO,Комплект постельного белья 2-спальный,Текстиль,4,2175.86,0.0
JZD6T4ZLBO,Веник хозяйственный,Хозтовары,1,165.63,0.0
M115TZBLFB,Универсальное чистящее средство Domestos 750мл,Бытовая химия,1,286.67,21.69
M115TZBLFB,Веник хозяйственный,Хозтовары,5,134.44,0.0
M115TZBLFB,Удлинитель сетевой 5м 3 розетки,Освещение и электрика,2,573.22,0.0
M115TZBLFB,Ночник настенный LED,Освещение и электрика,1,389.27,0.0
JKERRUIM37,Набор столовых приборов 24 предмета,Посуда,1,2403.56,0.0
JKERRUIM37,Кондиционер для белья Lenor 1л,Бытовая химия,3,333.56,81.31
JKERRUIM37,Отбеливатель Vanish 1л,Бытовая химия,5,356.47,0.0
JKERRUIM37,Коврик придверный,Декор для дома,4,475.75,383.63
571M3VHPU0,Чайник заварочный стеклянный 1л,Посуда,3,649.41,0.0
571M3VHPU0,Полотенце кухонное вафельное,Текстиль,4,111.49,0.0
I9UEKQOAZY,Кастрюля с крышкой 3л,Посуда,4,1852.23,0.0
I9UEKQOAZY,Средство для мытья окон Mr.Muscle 500мл,Бытовая химия,5,190.95,0.0
I9UEKQOAZY,Батарейки AA комплект 4шт,Освещение и электрика,3,190.96,0.0
AUJMXO2R6M,Средство для мытья посуды Fairy 500мл,Бытовая химия,2,187.36,0.0
AUJMXO2R6M,Рамка для фото 15х20,Декор для дома,3,274.92,0.0
SWNUG19F97,Скатерть гобеленовая 150х180,Текстиль,3,1269.16,0.0
SWNUG19F97,Сушилка для белья напольная,Хозтовары,5,1528.8,0.0
SWNUG19F97,Батарейки AA комплект 4шт,Освещение и электрика,1,188.87,0.0
SWNUG19F97,Комплект постельного белья 2-спальный,Текстиль,1,2173.39,0.0
96XMMVJ54B,Швабра с отжимом,Хозтовары,1,646.23,0.0
96XMMVJ54B,Таблетки для посудомоечных машин Finish 30шт,Бытовая химия,4,809.56,681.85
KU350XST49,Корзина для белья складная,Хозтовары,5,559.04,0.0
KU350XST49,Кондиционер для белья Lenor 1л,Бытовая химия,3,296.99,125.19
KU350XST49,Веник хозяйственный,Хозтовары,2,161.67,0.0
KU350XST49,Совок для мусора с щёткой,Хозтовары,5,191.17,0.0
79BIP4EH51,Ночник настенный LED,Освещение и электрика,4,311.85,0.0
NXT0GVZFF2,Подсвечник металлический,Декор для дома,1,381.69,0.0
NXT0GVZFF2,Удлинитель сетевой 5м 3 розетки,Освещение и электрика,3,706.45,0.0
NXT0GVZFF2,Мешки для мусора 60л 30шт,Хозтовары,2,187.27,0.0
