doc_id,item,category,amount,price,discount
09G11N9J38,Ночник настенный LED,Освещение и электрика,2,316.45,0.0
09G11N9J38,Батарейки AA комплект 4шт,Освещение и электрика,1,214.05,0.0
09G11N9J38,Губки для посуды набор 5шт,Хозтовары,3,119.98,0.0
09G11N9J38,Средство для мытья посуды Fairy 500мл,Бытовая химия,2,192.87,0.0
6VR6JIX793,Гирлянда светодиодная 5м,Освещение и электрика,5,478.13,391.36
6VR6JIX793,Корзина для белья складная,Хозтовары,4,548.3,0.0
6VR6JIX793,Разделочная доска бамбуковая,Посуда,1,335.97,0.0
6VR6JIX793,Лампа светодиодная E27 10Вт,Освещение и электрика,3,139.87,0.0
YMAI1U8IEH,Отбеливатель Vanish 1л,Бытовая химия,1,386.69,0.0
YMAI1U8IEH,Швабра с отжимом,Хозтовары,3,716.1,0.0
YMAI1U8IEH,Средство для мытья посуды Fairy 500мл,Бытовая химия,1,184.07,0.0
YMAI1U8IEH,Рамка для фото 15х20,Декор для дома,5,263.75,209.73
YMAI1U8IEH,Сушилка для белья напольная,Хозтовары,5,1382.83,0.0
JGHK5KTYIW,Тряпка для пола микрофибра,Хозтовары,3,214.81,11.53
JGHK5KTYIW,Свеча ароматическая в банке,Декор для дома,2,384.22,0.0
GGBDRY9JPN,Комплект постельного белья 2-спальный,Текстиль,4,2489.84,0.0
GGBDRY9JPN,Гирлянда светодиодная 5м,Освещение и электрика,4,449.62,0.0
GGBDRY9JPN,Полотенце банное 70х140,Текстиль,1,590.09,0.0
GGBDRY9JPN,Корзина для белья складная,Хозтовары,3,644.98,0.0
GGBDRY9JPN,Тарелка обеденная керамическая,Посуда,5,232.66,0.0
TX7YFG89FG,Гирлянда светодиодная 5м,Освещение и электрика,3,454.63,0.0
TX7YFG89FG,Полотенце кухонное вафельное,Текстиль,3,107.35,61.26
TX7YFG89FG,Сковорода антипригарная 26см,Посуда,2,1150.57,0.0
TX7YFG89FG,Набор ножей кухонных 5 предметов,Посуда,3,1878.74,825.26
