doc_id,item,category,amount,price,discount
NW0YLP1EOB,Кондиционер для белья Lenor 1л,Бытовая химия,1,324.57,31.62
NW0YLP1EOB,Таблетки для посудомоечных машин Finish 30шт,Бытовая химия,2,874.72,0.0
QP6VCNX1CJ,Мешки для мусора 60л 30шт,Хозтовары,3,241.07,152.14
QP6VCNX1CJ,Панно декоративное настенное,Декор для дома,2,1311.68,0.0
QP6VCNX1CJ,Средство для мытья окон Mr.Muscle 500мл,Бытовая химия,4,193.76,0.0
QP6VCNX1CJ,Веник хозяйственный,Хозтовары,4,140.53,0.0
EMXAJE2L47,Гель для стирки Persil 1.5л,Бытовая химия,5,431.12,0.0
EMXAJE2L47,Швабра с отжимом,Хозтовары,5,619.86,0.0
KV695K8MDP,Ведро пластиковое 10л,Хозтовары,4,316.8,0.0
LMY5KB2QOD,Одеяло стёганое 200х220,Текстиль,3,2388.84,0.0
LMY5KB2QOD,Ведро пластиковое 10л,Хозтовары,5,278.99,0.0
LMY5KB2QOD,Кастрюля с крышкой 3л,Посуда,1,1599.04,0.0
LMY5KB2QOD,Средство для мытья посуды Fairy 500мл,Бытовая химия,2,205.05,0.0
UEQXQ60K0U,Таблетки для посудомоечных машин Finish 30шт,Бытовая химия,3,942.03,116.28
UEQXQ60K0U,Перчатки резиновые хозяйственные,Хозтовары,3,101.81,0.0
UEQXQ60K0U,Удлинитель сетевой 5м 3 розетки,Освещение и электрика,2,698.96,309.3
PBHHDP2OTV,Панно декоративное настенное,Декор для дома,1,1290.51,0.0
PBHHDP2OTV,Кастрюля с крышкой 3л,Посуда,2,1440.91,364.89
PBHHDP2OTV,Кружка керамическая 350мл,Посуда,1,165.74,0.0
PBHHDP2OTV,Веник хозяйственный,Хозтовары,2,140.3,0.0
HBB5V3907N,Чехол для гладильной доски,Текстиль,4,344.35,25.42
HBB5V3907N,Веник хозяйственный,Хозтовары,5,132.0,32.93
HBB5V3907N,Тряпка для пола микрофибра,Хозтовары,1,227.37,0.0
P29R6C6RP5,Тряпка для пола микрофибра,Хозтовары,4,241.98,0.0
BJ4I7CETJ1,Плед флисовый 150х200,Текстиль,4,1311.03,1290.99
BJ4I7CETJ1,Судочки для хранения еды набор 3шт,Посуда,2,393.65,0.0
ZNPFALMU1I,Средство от накипи Antikalk 500мл,Бытовая химия,5,186.8,0.0
R0BJNPE6ME,Мешки для мусора 60л 30шт,Хозтовары,1,191.25,0.0
EZZX4GH2MX,Веник хозяйственный,Хозтовары,5,138.49,16.94
3HUTD8GKV9,Чехол для гладильной доски,Текстиль,2,321.36,0.0
3HUTD8GKV9,Комплект постельного белья 2-спальный,Текстиль,4,2150.13,1697.81
3HUTD8GKV9,Универсальное чистящее средство Domestos 750мл,Бытовая химия,2,290.84,0.0
3HUTD8GKV9,Полотенце кухонное вафельное,Текстиль,4,128.69,0.0
3HUTD8GKV9,Одеяло стёганое 200х220,Текстиль,5,2157.77,0.0
3HUTD8GKV9,Коврик придверный,Декор для дома,1,559.36,0.0
GVMFEX12OR,Таблетки для посудомоечных машин Finish 30шт,Бытовая химия,3,826.84,198.83
GVMFEX12OR,Перчатки резиновые хозяйственные,Хозтовары,4,88.95,37.65
GVMFEX12OR,Лампа светодиодная E27 10Вт,Освещение и электрика,1,130.8,3.3
E7OJMT75WW,Швабра с отжимом,Хозтовары,5,656.94,0.0
E7OJMT75WW,Чистящее средство Cif 750мл,Бытовая химия,5,244.45,0.0
E7OJMT75WW,Совок для мусора с щёткой,Хозтовары,2,197.85,0.0
E7OJMT75WW,Плед флисовый 150х200,Текстиль,5,1043.1,0.0
E7OJMT75WW,Полотенце кухонное вафельное,Текстиль,1,123.3,0.0
E7OJMT75WW,Гель для стирки Persil 1.5л,Бытовая химия,1,526.14,0.0
VUE8KB7ZV9,Гель для стирки Persil 1.5л,Бытовая химия,2,456.71,0.0
VUE8KB7ZV9,Набор столовых приборов 24 предмета,Посуда,1,2243.78,0.0
VUE8KB7ZV9,Батарейки AA комплект 4шт,Освещение и электрика,4,207.82,51.37
OJAHBQKNKR,Форма для выпечки силиконовая,Посуда,2,358.53,0.0
OJAHBQKNKR,Гель для стирки Persil 1.5л,Бытовая химия,2,546.71,0.0
OJAHBQKNKR,Кастрюля с крышкой 3л,Посуда,1,1432.09,0.0
TP8B712ZXM,Скатерть гобеленовая 150х180,Текстиль,4,1495.62,0.0
AQ6EQE033K,Рамка для фото 15х20,Декор для дома,1,270.66,48.32
DGH8AXFJJW,Универсальное чистящее средство Domestos 750мл,Бытовая химия,2,251.74,0.0
DGH8AXFJJW,Совок для мусора с щёткой,Хозтовары,4,205.33,36.2
DGH8AXFJJW,Чайник заварочный стеклянный 1л,Посуда,3,608.21,0.0
DGH8AXFJJW,Сушилка для белья напольная,Хозтовары,4,1506.63,0.0
DGH8AXFJJW,Кастрюля с крышкой 3л,Посуда,4,1731.91,0.0
DGH8AXFJJW,Лампа светодиодная E27 10Вт,Освещение и электрика,5,153.73,0.0
UPIE0RQ9ZL,Швабра с отжимом,Хозтовары,1,669.3,126.74
UPIE0RQ9ZL,Сковорода антипригарная 26см,Посуда,2,1162.56,214.44
UPIE0RQ9ZL,Панно декоративное настенное,Декор для дома,5,1098.87,1230.97
UPIE0RQ9ZL,Тарелка обеденная керамическая,Посуда,4,252.54,118.23
8J2MKHDUJZ,Отбеливатель Vanish 1л,Бытовая химия,2,374.14,0.0
8J2MKHDUJZ,Средство для мытья посуды Fairy 500мл,Бытовая химия,1,178.42,6.81
XTM4WWC45K,Тарелка обеденная керамическая,Посуда,4,220.08,0.0
XTM4WWC45K,Штора для ванной комнаты 180х180,Текстиль,4,577.44,215.75
XTM4WWC45K,Чайник заварочный стеклянный 1л,Посуда,4,641.61,0.0
XTM4WWC45K,Средство от накипи Antikalk 500мл,Бытовая химия,1,204.14,0.0
XTM4WWC45K,Удлинитель сетевой 5м 3 розетки,Освещение и электрика,3,553.78,0.0
LDPIXPXXMS,Чехол для гладильной доски,Текстиль,4,385.64,0.0
LDPIXPXXMS,Перчатки резиновые хозяйственные,Хозтовары,5,96.48,102.19
LDPIXPXXMS,Таблетки для посудомоечных машин Finish 30шт,Бытовая химия,4,846.31,0.0
LDPIXPXXMS,Плед флисовый 150х200,Текстиль,4,1035.12,0.0
V5Z7FRF8V4,Отбеливатель Vanish 1л,Бытовая химия,4,353.87,0.0
V5Z7FRF8V4,Одеяло стёганое 200х220,Текстиль,1,2350.85,0.0
V5Z7FRF8V4,Средство для мытья окон Mr.Muscle 500мл,Бытовая химия,2,176.18,45.24
